"RuleCollectionGroupName","RuleCollectionName","RuleName","RuleType","SourceAddress","SourceIpGroups","DestinationAddress","DestinationIpGroups","Protocols","DestinationPorts"
"DMZ","Trust_to_DMZ_Allow","WAF_RULE","NetworkRule","10.55.11.230","","10.0.10.0/24 10.56.10.13 10.56.10.14","","TCP","443"
"DMZ","Trust_to_DMZ_Allow","TrustWAF_to_SCC_SNMP","NetworkRule","10.55.10.172","","10.56.11.4","","UDP","161"
"DMZ","Trust_to_DMZ_Allow","TrustWAF_to_UKW_SCC_SNMP","NetworkRule","10.55.10.172","","10.76.11.4","","UDP","161"
"DMZ","Trust_to_DMZ_Allow","TrustWAF_to_UKs_SCC_8443","NetworkRule","10.55.10.174","","10.76.11.4","","TCP","8443"
"DMZ","Trust_to_DMZ_Allow","SCC_LM_To_DMZ","NetworkRule","10.55.10.172 10.77.10.164","","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-DMZ-01","TCP","135 445 24158"
"DMZ","DMZ_to_Trust_Allow","DMZ_ICMP_Allow","NetworkRule","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-DMZ-01","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/RFC1918","ICMP","*"
"DMZ","DMZ_to_Trust_Allow","DMZ_to_Offices","NetworkRule","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-DMZ-01","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/Cardiff-IP-LAN /subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/Oxford-IP-LAN /subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/Dublin-IP-LAN","Any","*"
"DMZ","DMZ_to_Trust_Allow","DMZ_to_AD_Access","NetworkRule","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-DMZ-01","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-ADDS-01","TCP UDP","7 53 88 123 135 389 445 464 636 1024-65535"
"DMZ","DMZ_to_Trust_Allow","DMZ_to_SMTP","NetworkRule","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-DMZ-01","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/LS-UKS-IPRELAY","TCP","25"
"DMZ","DMZ_to_Trust_Allow","DMZ_to_LSKMS2012","NetworkRule","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-DMZ-01","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/LS-UKS-IP-LSKMS2012","TCP","1688"
"DMZ","DMZ_to_Trust_Allow","DMZ_WAP_to_ADFS","NetworkRule","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/LS-WAP","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-ADFS-LB /subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/LS-ADFS","TCP","443 49443"
"DMZ","DMZ_to_Trust_Allow","DMZ_to_SCCM","NetworkRule","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-DMZ-01","10.77.75.12","","TCP UDP","80 443 445 10123 8531 445 8530"
"DMZ","DMZ_to_Trust_Allow","DMZ_Bighand_Access","NetworkRule","10.56.10.6 10.56.10.10","","*","","TCP","443 444 59098 60000 61000"
"DMZ","DMZ_to_Trust_Allow","DMZ_to_FTP_Server","NetworkRule","10.56.11.4","","10.55.11.69 10.55.12.69","","TCP","21 54156 54110 53993 54550 54483 55870 56233 55466 56883 57836 55000-61000"
"DMZ","DMZ_to_Trust_Allow","DMZ_from_IPPO_to_SQA","NetworkRule","10.56.10.10","","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/LS-UKS-IP-LSAPPSSQL01","TCP","1433 445"
"SOC-Exponential-E","SOC-ALIENVAULT","AWS-Sensor-Outbound","NetworkRule","10.55.10.165","","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/Alienvault","TCP","7100"
"SOC-Exponential-E","SOC-ALIENVAULT","SSH","NetworkRule","188.211.161.166","","10.55.10.165","","TCP","22"
"SOC-Exponential-E","SOC-ALIENVAULT","AWS-Sensor-Inbound","NetworkRule","10.254.200.0/24","","10.55.10.165","","ICMP","*"
"SOC-Exponential-E","SOC-ALIENVAULT","Outbound-Sensor-Fortigate","NetworkRule","10.55.10.165","","10.254.200.0/24","","ICMP","*"
"SOC-Exponential-E","SOC-ALIENVAULT","Fortigate-Inbound","NetworkRule","10.254.200.0/24","","10.55.10.165","","UDP","514"
"SOC-Exponential-E","SOC-ALIENVAULT","Event-Hub","NetworkRule","10.55.10.165","","EventHub","","Any","5671 5672"
"SOC-Exponential-E","SOC-ALIENVAULT","CHG10139186","NetworkRule","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-DMZ-01 /subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-ALL-01","10.55.10.165","","UDP","514"
"SOC-Exponential-E","SOC-ALIENVAULT","CHG10139643","NetworkRule","10.55.10.165","","","/subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-DMZ-01 /subscriptions/16960b6e-7ecc-4448-ab3c-901401f85f19/resourceGroups/LS-UKS-PRD-RSG-NETWORKS/providers/Microsoft.Network/ipGroups/UKS-PRD-IP-ALL-01","TCP","5985"
"SOC-Exponential-E","SOC-DNAT","Exponential-Alienvault","NatRule","188.211.161.166 90.211.170.14 62.244.191.249","","51.140.101.176","","TCP","80"
"SOC-Exponential-E","SOC-DNAT","SOC-SSH","NatRule","188.211.161.166","","51.140.101.176","","TCP","22"
